Contig	Source	Type	Pos_Start	Pos_End	Strand	Locus_Tag	Product	Predicted_Operon
HCP21_2_132906	img_mer_v340	CDS	3	236	+	HCP21_00043640	Electron transfer flavoprotein, alpha subunit	HCP21_2_132906-F1
HCP21_2_139085	img_mer_v340	CDS	3	125	+	HCP21_00043650	hypothetical protein	HCP21_2_139085-F1
HCP21_2_140585	img_mer_v340	CDS	5	127	+	HCP21_00043660	hypothetical protein	HCP21_2_140585-F1
HCP21_2_149085	img_mer_v340	CDS	1	231	+	HCP21_00043670	Predicted ATPase (AAA+ superfamily)	HCP21_2_149085-F1
HCP21_764_	img_mer_v340	CDS	3	422	+	HCP21_00043680	hypothetical protein	HCP21_764_-F1
HCP21_105_	img_mer_v340	CDS	3	2324	-	HCP21_00043690	Dopey and related predicted leucine zipper transcription factors	HCP21_105_-R1
HCP21_8081	img_mer_v340	CDS	2	1447	+	HCP21_00043700	hypothetical protein	HCP21_8081-F1
HCP21_7744	img_mer_v340	CDS	3	149	+	HCP21_00043710	hypothetical protein	HCP21_7744-F1
HCP21_5732	img_mer_v340	CDS	163	396	+	HCP21_00043720	hypothetical protein	HCP21_5732-F1
HCP21_8630	img_mer_v340	CDS	57	431	-	HCP21_00043730	Endomembrane protein 70.	HCP21_8630-R1
HCP21_5790	img_mer_v340	CDS	3	950	+	HCP21_00043740	ATPase components of ABC transporters with duplicated ATPase domains	HCP21_5790-F1
HCP21_5790	img_mer_v340	CDS	961	1119	+	HCP21_00043750	hypothetical protein	HCP21_5790-F1
HCP21_2345	img_mer_v340	CDS	2	316	+	HCP21_00043760	hypothetical protein	HCP21_2345-F1
HCP21_8663	img_mer_v340	CDS	229	486	-	HCP21_00043770	hypothetical protein	HCP21_8663-R1
HCP21_3078	img_mer_v340	CDS	68	1087	+	HCP21_00043780	hypothetical protein	HCP21_3078-F1
HCP21_4552	img_mer_v340	CDS	3	365	-	HCP21_00043790	hypothetical protein	HCP21_4552-R1
HCP21_5103	img_mer_v340	CDS	307	1107	+	HCP21_00043800	Uncharacterized protein containing DHHC-type Zn finger	HCP21_5103-F1
HCP21_5203	img_mer_v340	CDS	29	391	+	HCP21_00043810	hypothetical protein	HCP21_5203-F1
HCP21_10472	img_mer_v340	CDS	3	362	-	HCP21_00043820	hypothetical protein	HCP21_10472-R1
HCP21_6308	img_mer_v340	CDS	3	329	-	HCP21_00043830	T-complex protein 10 C-terminus.	HCP21_6308-R1
HCP21_134_	img_mer_v340	CDS	1	1800	+	HCP21_00043840	hypothetical protein	HCP21_134_-F1
HCP21_3784	img_mer_v340	CDS	8	216	-	HCP21_00043850	Virulence protein	HCP21_3784-R1
HCP21_3319	img_mer_v340	CDS	27	359	+	HCP21_00043860	hypothetical protein	HCP21_3319-F1
HCP21_7350	img_mer_v340	CDS	3	392	-	HCP21_00043870	hypothetical protein	HCP21_7350-R1
HCP21_2297	img_mer_v340	CDS	297	407	-	HCP21_00043880	hypothetical protein	HCP21_2297-R1
HCP21_2375	img_mer_v340	CDS	3	341	+	HCP21_00043890	hypothetical protein	HCP21_2375-F1
HCP21_2_67591	img_mer_v340	CDS	3	191	+	HCP21_00043900	Gamma-glutamyl phosphate reductase	HCP21_2_67591-F1
HCP21_2_76734	img_mer_v340	CDS	2	140	+	HCP21_00043910	Putative NADH-flavin reductase	HCP21_2_76734-F1
HCP21_2_81888	img_mer_v340	CDS	2	100	+	HCP21_00043920	Uncharacterized protein conserved in bacteria	HCP21_2_81888-F1
HCP21_2_97060	img_mer_v340	CDS	2	112	+	HCP21_00043930	Glutamate 5-kinase	HCP21_2_97060-F1
HCP21_2_99060	img_mer_v340	CDS	12	122	+	HCP21_00043940	ABC-type bacteriocin/lantibiotic exporters, contain an N-terminal double-glycine peptidase domain	HCP21_2_99060-F1
HCP21_2_99560	img_mer_v340	CDS	34	126	+	HCP21_00043950	hypothetical protein	HCP21_2_99560-F1
HCP21_7575	img_mer_v340	CDS	3	359	+	HCP21_00043960	hypothetical protein	HCP21_7575-F1
HCP21_7575	img_mer_v340	CDS	332	550	+	HCP21_00043970	hypothetical protein	HCP21_7575-F1
HCP21_7575	img_mer_v340	CDS	516	890	+	HCP21_00043980	hypothetical protein	HCP21_7575-F1
HCP21_2493	img_mer_v340	CDS	147	749	-	HCP21_00043990	hypothetical protein	HCP21_2493-R1
HCP21_6493	img_mer_v340	CDS	2	364	+	HCP21_00044000	Ras family.	HCP21_6493-F1
HCP21_2249	img_mer_v340	CDS	3	308	+	HCP21_00044010	hypothetical protein	HCP21_2249-F1
HCP21_8906	img_mer_v340	CDS	1	489	+	HCP21_00044020	hypothetical protein	HCP21_8906-F1
HCP21_6288	img_mer_v340	CDS	3	347	+	HCP21_00044030	hypothetical protein	HCP21_6288-F1
HCP21_1463	img_mer_v340	CDS	27	311	+	HCP21_00044040	hypothetical protein	HCP21_1463-F1
HCP21_5330	img_mer_v340	CDS	3	359	-	HCP21_00044050	hypothetical protein	HCP21_5330-R1
HCP21_5918	img_mer_v340	CDS	105	491	+	HCP21_00044060	hypothetical protein	HCP21_5918-F1
HCP21_2748	img_mer_v340	CDS	2	280	-	HCP21_00044070	hypothetical protein	HCP21_2748-R1
HCP21_2748	img_mer_v340	CDS	546	719	-	HCP21_00044080	hypothetical protein	HCP21_2748-R1
HCP21_5998	img_mer_v340	CDS	2	343	-	HCP21_00044090	Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthases and related enzymes	HCP21_5998-R1
HCP21_10862	img_mer_v340	CDS	3	545	+	HCP21_00044100	hypothetical protein	HCP21_10862-F1
HCP21_4618	img_mer_v340	CDS	3	647	+	HCP21_00044110	hypothetical protein	HCP21_4618-F1
HCP21_183_	img_mer_v340	CDS	3	1031	+	HCP21_00044120	phosphoribosylaminoimidazole synthetase	HCP21_183_-F1
HCP21_183_	img_mer_v340	CDS	1025	1651	+	HCP21_00044130	phosphoribosylglycinamide formyltransferase, formyltetrahydrofolate-dependent	HCP21_183_-F1
HCP21_183_	img_mer_v340	CDS	1654	2928	+	HCP21_00044140	phosphoribosylamine--glycine ligase	HCP21_183_-F1
HCP21_183_	img_mer_v340	CDS	2915	4828	+	HCP21_00044150	Beta- N-acetylglucosaminidase	HCP21_183_-F1
HCP21_9576	img_mer_v340	CDS	88	315	+	HCP21_00044160	hypothetical protein	HCP21_9576-F1
HCP21_4646	img_mer_v340	CDS	1	597	+	HCP21_00044170	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase and related deacylases	HCP21_4646-F1
HCP21_4646	img_mer_v340	CDS	646	1221	+	HCP21_00044180	hypothetical protein	HCP21_4646-F1
HCP21_4732	img_mer_v340	CDS	68	556	+	HCP21_00044190	Uncharacterized protein conserved in bacteria	HCP21_4732-F1
HCP21_4479	img_mer_v340	CDS	145	402	+	HCP21_00044200	hypothetical protein	HCP21_4479-F1
HCP21_8854	img_mer_v340	CDS	2	406	+	HCP21_00044210	GTPase SAR1 and related small G proteins	HCP21_8854-F1
HCP21_1048	img_mer_v340	CDS	3	305	+	HCP21_00044220	hypothetical protein	HCP21_1048-F1
HCP21_6799	img_mer_v340	CDS	1	993	-	HCP21_00044230	hypothetical protein	HCP21_6799-R1
HCP21_10218	img_mer_v340	CDS	3	335	-	HCP21_00044240	hypothetical protein	HCP21_10218-R1
HCP21_2_134587	img_mer_v340	rRNA	9	105	+	HCP21_00044250	16S	HCP21_2_134587-F1
HCP21_2075	img_mer_v340	CDS	2	136	+	HCP21_00044260	hypothetical protein	HCP21_2075-F1
HCP21_2075	img_mer_v340	CDS	154	300	+	HCP21_00044270	hypothetical protein	HCP21_2075-F1
HCP21_8330	img_mer_v340	CDS	3	371	+	HCP21_00044280	hypothetical protein	HCP21_8330-F1
HCP21_9087	img_mer_v340	CDS	1	390	+	HCP21_00044290	hypothetical protein	HCP21_9087-F1
HCP21_8299	img_mer_v340	CDS	2	706	-	HCP21_00044300	hypothetical protein	HCP21_8299-R1
HCP21_1607	img_mer_v340	CDS	41	304	-	HCP21_00044310	hypothetical protein	HCP21_1607-R1
HCP21_1475	img_mer_v340	CDS	3	431	-	HCP21_00044320	Protein kinase domain.	HCP21_1475-R1
HCP21_154_	img_mer_v340	CDS	2	454	+	HCP21_00044330	Uncharacterized conserved protein	HCP21_154_-F1
HCP21_154_	img_mer_v340	CDS	523	972	-	HCP21_00044340	hypothetical protein	HCP21_154_-R1
HCP21_154_	img_mer_v340	CDS	1421	1525	-	HCP21_00044350	hypothetical protein	HCP21_154_-R1
HCP21_154_	img_mer_v340	CDS	1542	1784	-	HCP21_00044360	hypothetical protein	HCP21_154_-R1
HCP21_154_	img_mer_v340	CDS	1843	2793	-	HCP21_00044370	hypothetical protein	HCP21_154_-R1
HCP21_154_	img_mer_v340	CDS	2790	2918	-	HCP21_00044380	hypothetical protein	HCP21_154_-R1
HCP21_6986	img_mer_v340	CDS	2	892	+	HCP21_00044390	Cation transport ATPase	HCP21_6986-F1
HCP21_6902	img_mer_v340	CDS	2	112	+	HCP21_00044400	hypothetical protein	HCP21_6902-F1
HCP21_1798	img_mer_v340	CDS	3	86	-	HCP21_00044410	hypothetical protein	HCP21_1798-R1
HCP21_1798	img_mer_v340	CDS	410	475	-	HCP21_00044420	hypothetical protein	HCP21_1798-R1
HCP21_272_	img_mer_v340	CDS	3	299	-	HCP21_00044430	Predicted ATPase involved in replication control, Cdc46/Mcm family	HCP21_272_-R1
HCP21_9972	img_mer_v340	CDS	1	492	+	HCP21_00044440	Bacterial membrane protein YfhO.	HCP21_9972-F1
HCP21_9069	img_mer_v340	CDS	1	1479	+	HCP21_00044450	hypothetical protein	HCP21_9069-F1
HCP21_2432	img_mer_v340	CDS	9	926	-	HCP21_00044460	Predicted acyltransferase	HCP21_2432-R1
HCP21_2432	img_mer_v340	CDS	976	2079	-	HCP21_00044470	Glycosyltransferases, probably involved in cell wall biogenesis	HCP21_2432-R1
HCP21_3290	img_mer_v340	CDS	1	411	-	HCP21_00044480	hypothetical protein	HCP21_3290-R1
HCP21_1851	img_mer_v340	CDS	3	275	-	HCP21_00044490	hypothetical protein	HCP21_1851-R1
HCP21_3755	img_mer_v340	CDS	18	689	+	HCP21_00044500	hypothetical protein	HCP21_3755-F1
HCP21_9897	img_mer_v340	CDS	3	329	+	HCP21_00044510	hypothetical protein	HCP21_9897-F1
HCP21_9750	img_mer_v340	CDS	460	567	+	HCP21_00044520	hypothetical protein	HCP21_9750-F1
HCP21_2759	img_mer_v340	CDS	2	562	+	HCP21_00044530	hypothetical protein	HCP21_2759-F1
HCP21_1_1_newblercontig10212	img_mer_v340	CDS	3	194	-	HCP21_00044540	Type II secretory pathway, ATPase PulE/Tfp pilus assembly pathway, ATPase PilB	HCP21_1_1_newblercontig10212-R1
HCP21_2_144588	img_mer_v340	rRNA	2	166	+	HCP21_00044550	23S	HCP21_2_144588-F1
HCP21_10327	img_mer_v340	CDS	1	1086	+	HCP21_00044560	hypothetical protein	HCP21_10327-F1
HCP21_10327	img_mer_v340	CDS	1056	1163	-	HCP21_00044570	hypothetical protein	HCP21_10327-R1
HCP21_5976	img_mer_v340	CDS	2	640	-	HCP21_00044580	hypothetical protein	HCP21_5976-R1
HCP21_896_	img_mer_v340	CDS	35	388	-	HCP21_00044590	hypothetical protein	HCP21_896_-R1
HCP21_3353	img_mer_v340	CDS	3	197	-	HCP21_00044600	hypothetical protein	HCP21_3353-R1
HCP21_3353	img_mer_v340	CDS	344	625	-	HCP21_00044610	hypothetical protein	HCP21_3353-R1
HCP21_9143	img_mer_v340	CDS	63	455	+	HCP21_00044620	hypothetical protein	HCP21_9143-F1
HCP21_10406	img_mer_v340	CDS	1	288	+	HCP21_00044630	Methyltransferase domain.	HCP21_10406-F1
HCP21_10305	img_mer_v340	CDS	1	522	-	HCP21_00044640	Putative peptidoglycan binding domain.	HCP21_10305-R1
HCP21_4835	img_mer_v340	CDS	3	128	+	HCP21_00044650	hypothetical protein	HCP21_4835-F1
HCP21_4835	img_mer_v340	CDS	150	269	+	HCP21_00044660	hypothetical protein	HCP21_4835-F1
HCP21_4835	img_mer_v340	CDS	351	548	+	HCP21_00044670	hypothetical protein	HCP21_4835-F1
HCP21_4835	img_mer_v340	CDS	545	706	+	HCP21_00044680	hypothetical protein	HCP21_4835-F1
HCP21_4835	img_mer_v340	CDS	707	1162	+	HCP21_00044690	Na+-driven multidrug efflux pump	HCP21_4835-F1
HCP21_3124	img_mer_v340	CDS	227	430	+	HCP21_00044700	hypothetical protein	HCP21_3124-F1
HCP21_3124	img_mer_v340	CDS	545	634	+	HCP21_00044710	hypothetical protein	HCP21_3124-F2
HCP21_5102	img_mer_v340	CDS	1	114	+	HCP21_00044720	hypothetical protein	HCP21_5102-F1
HCP21_5102	img_mer_v340	CDS	191	829	-	HCP21_00044730	Asparagine synthetase A	HCP21_5102-R1
HCP21_4705	img_mer_v340	CDS	1	321	-	HCP21_00044740	hypothetical protein	HCP21_4705-R1
HCP21_4705	img_mer_v340	CDS	488	610	-	HCP21_00044750	hypothetical protein	HCP21_4705-R1
HCP21_4930	img_mer_v340	CDS	3	548	-	HCP21_00044760	ATPase components of ABC transporters with duplicated ATPase domains	HCP21_4930-R1
HCP21_1257	img_mer_v340	CDS	42	302	-	HCP21_00044770	hypothetical protein	HCP21_1257-R1
HCP21_2544	img_mer_v340	CDS	24	308	+	HCP21_00044780	hypothetical protein	HCP21_2544-F1
HCP21_9726	img_mer_v340	CDS	2	133	+	HCP21_00044790	hypothetical protein	HCP21_9726-F1
HCP21_9726	img_mer_v340	CDS	278	595	+	HCP21_00044800	hypothetical protein	HCP21_9726-F2
HCP21_9726	img_mer_v340	CDS	655	1659	+	HCP21_00044810	hypothetical protein	HCP21_9726-F3
HCP21_7947	img_mer_v340	CDS	3	65	-	HCP21_00044820	hypothetical protein	HCP21_7947-R1
HCP21_7947	img_mer_v340	CDS	105	815	-	HCP21_00044830	Cytochrome b5-like Heme/Steroid binding domain.	HCP21_7947-R1
HCP21_7183	img_mer_v340	CDS	2	256	+	HCP21_00044840	hypothetical protein	HCP21_7183-F1
HCP21_8772	img_mer_v340	CDS	2	415	+	HCP21_00044850	hypothetical protein	HCP21_8772-F1
HCP21_8326	img_mer_v340	CDS	390	578	-	HCP21_00044860	hypothetical protein	HCP21_8326-R1
HCP21_1061	img_mer_v340	CDS	1	153	-	HCP21_00044870	hypothetical protein	HCP21_1061-R1
HCP21_1061	img_mer_v340	CDS	167	397	-	HCP21_00044880	hypothetical protein	HCP21_1061-R1
HCP21_357_	img_mer_v340	CDS	2	220	+	HCP21_00044890	LITAF-like zinc ribbon domain.	HCP21_357_-F1
HCP21_7014	img_mer_v340	CDS	2	382	+	HCP21_00044900	hypothetical protein	HCP21_7014-F1
HCP21_9109	img_mer_v340	CDS	1	312	-	HCP21_00044910	hypothetical protein	HCP21_9109-R1
HCP21_9233	img_mer_v340	CDS	98	736	-	HCP21_00044920	hypothetical protein	HCP21_9233-R1
HCP21_3530	img_mer_v340	CDS	1	309	-	HCP21_00044930	hypothetical protein	HCP21_3530-R1
HCP21_5678	img_mer_v340	CDS	2	625	+	HCP21_00044940	hypothetical protein	HCP21_5678-F1
HCP21_10369	img_mer_v340	CDS	1	318	-	HCP21_00044950	hypothetical protein	HCP21_10369-R1
HCP21_7690	img_mer_v340	CDS	4	462	-	HCP21_00044960	Glycerol uptake facilitator and related permeases (Major Intrinsic Protein Family)	HCP21_7690-R1
HCP21_6796	img_mer_v340	CDS	23	364	-	HCP21_00044970	hypothetical protein	HCP21_6796-R1
HCP21_7464	img_mer_v340	CDS	65	532	-	HCP21_00044980	Poly(A) polymerase.	HCP21_7464-R1
HCP21_5261	img_mer_v340	CDS	12	326	-	HCP21_00044990	Microtubule associated protein 1A/1B, light chain 3.	HCP21_5261-R1
HCP21_2535	img_mer_v340	CDS	3	320	-	HCP21_00045000	hypothetical protein	HCP21_2535-R1
HCP21_611_	img_mer_v340	CDS	1	351	-	HCP21_00045010	hypothetical protein	HCP21_611_-R1
HCP21_9583	img_mer_v340	CDS	3	424	-	HCP21_00045020	Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains	HCP21_9583-R1
HCP21_31__	img_mer_v340	CDS	2	1096	+	HCP21_00045030	ABC-type sugar transport systems, ATPase components	HCP21_31__-F1
HCP21_31__	img_mer_v340	CDS	1333	2172	+	HCP21_00045040	hypothetical protein	HCP21_31__-F2
HCP21_7002	img_mer_v340	CDS	2	562	+	HCP21_00045050	hypothetical protein	HCP21_7002-F1
HCP21_8138	img_mer_v340	CDS	3	218	+	HCP21_00045060	hypothetical protein	HCP21_8138-F1
HCP21_5289	img_mer_v340	CDS	8	373	+	HCP21_00045070	hypothetical protein	HCP21_5289-F1
HCP21_3717	img_mer_v340	CDS	8	199	+	HCP21_00045080	hypothetical protein	HCP21_3717-F1
HCP21_4542	img_mer_v340	CDS	3	68	+	HCP21_00045090	hypothetical protein	HCP21_4542-F1
HCP21_7444	img_mer_v340	CDS	156	461	+	HCP21_00045100	Phosphohistidine swiveling domain	HCP21_7444-F1
HCP21_5039	img_mer_v340	CDS	26	325	-	HCP21_00045110	hypothetical protein	HCP21_5039-R1
HCP21_4679	img_mer_v340	CDS	3	824	+	HCP21_00045120	hypothetical protein	HCP21_4679-F1
HCP21_2_2049	img_mer_v340	CDS	3	107	+	HCP21_00045130	alpha/beta hydrolase fold.	HCP21_2_2049-F1
HCP21_2_7549	img_mer_v340	CDS	9	137	-	HCP21_00045140	hypothetical protein	HCP21_2_7549-R1
HCP21_2_9549	img_mer_v340	CDS	6	158	-	HCP21_00045150	hypothetical protein	HCP21_2_9549-R1
HCP21_2_19382	img_mer_v340	CDS	5	85	-	HCP21_00045160	hypothetical protein	HCP21_2_19382-R1
HCP21_2_21882	img_mer_v340	CDS	18	134	-	HCP21_00045170	Ras family.	HCP21_2_21882-R1
HCP21_2_26382	img_mer_v340	CDS	6	218	-	HCP21_00045180	Small-conductance mechanosensitive channel	HCP21_2_26382-R1
HCP21_2_26882	img_mer_v340	CDS	3	235	-	HCP21_00045190	Cation transport ATPase	HCP21_2_26882-R1
HCP21_2_33107	img_mer_v340	CDS	34	129	-	HCP21_00045200	RING-finger-containing ubiquitin ligase	HCP21_2_33107-R1
HCP21_2_34607	img_mer_v340	CDS	3	140	+	HCP21_00045210	DNA-directed RNA polymerase, beta subunit/140 kD subunit	HCP21_2_34607-F1
HCP21_2_35607	img_mer_v340	CDS	3	155	+	HCP21_00045220	MORN repeat.	HCP21_2_35607-F1
HCP21_2_49709	img_mer_v340	CDS	3	137	-	HCP21_00045230	Leucine Rich Repeat.	HCP21_2_49709-R1
HCP21_2_50709	img_mer_v340	CDS	2	165	-	HCP21_00045240	Tubulin	HCP21_2_50709-R1
HCP21_2_53709	img_mer_v340	CDS	8	112	-	HCP21_00045250	hypothetical protein	HCP21_2_53709-R1
HCP21_2_62595	img_mer_v340	CDS	3	124	-	HCP21_00045260	hypothetical protein	HCP21_2_62595-R1
HCP21_2_63595	img_mer_v340	CDS	5	130	-	HCP21_00045270	hypothetical protein	HCP21_2_63595-R1
HCP21_2_68595	img_mer_v340	CDS	3	206	+	HCP21_00045280	TonB dependent receptor.	HCP21_2_68595-F1
HCP21_2_73238	img_mer_v340	CDS	3	116	-	HCP21_00045290	Thiamine pyrophosphate-requiring enzymes [acetolactate synthase, pyruvate dehydrogenase (cytochrome), glyoxylate carboligase, phosphonopyruvate decarboxylase]	HCP21_2_73238-R1
HCP21_2_77738	img_mer_v340	CDS	2	151	+	HCP21_00045300	Polyribonucleotide nucleotidyltransferase (polynucleotide phosphorylase)	HCP21_2_77738-F1
HCP21_2_80738	img_mer_v340	CDS	3	208	-	HCP21_00045310	Serine/threonine protein kinase	HCP21_2_80738-R1
HCP21_2_86392	img_mer_v340	CDS	3	83	+	HCP21_00045320	Protein kinase domain.	HCP21_2_86392-F1
HCP21_2_86892	img_mer_v340	CDS	6	110	+	HCP21_00045330	Zinc finger C-x8-C-x5-C-x3-H type (and similar).	HCP21_2_86892-F1
HCP21_2_88392	img_mer_v340	CDS	3	133	-	HCP21_00045340	ABC-type multidrug transport system, ATPase component	HCP21_2_88392-R1
HCP21_2_93392	img_mer_v340	CDS	82	231	+	HCP21_00045350	hypothetical protein	HCP21_2_93392-F1
HCP21_2_96564	img_mer_v340	CDS	3	109	-	HCP21_00045360	Holliday junction resolvasome, DNA-binding subunit	HCP21_2_96564-R1
HCP21_2_98064	img_mer_v340	CDS	35	115	+	HCP21_00045370	hypothetical protein	HCP21_2_98064-F1
HCP21_2_100064	img_mer_v340	rRNA	3	128	-	HCP21_00045380	16S	HCP21_2_100064-R1
HCP21_2_130911	img_mer_v340	CDS	2	180	-	HCP21_00045390	Predicted protein-tyrosine phosphatase	HCP21_2_130911-R1
HCP21_2_132911	img_mer_v340	CDS	2	234	-	HCP21_00045400	hypothetical protein	HCP21_2_132911-R1
HCP21_2_134590	img_mer_v340	CDS	2	105	-	HCP21_00045410	Aspartokinases	HCP21_2_134590-R1
HCP21_2_143590	img_mer_v340	CDS	3	157	-	HCP21_00045420	Acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha and beta)	HCP21_2_143590-R1
HCP21_2_147590	img_mer_v340	CDS	1	204	+	HCP21_00045430	Acyltransferase.	HCP21_2_147590-F1
HCP21_2_151443	img_mer_v340	CDS	5	97	+	HCP21_00045440	hypothetical protein	HCP21_2_151443-F1
HCP21_2_157443	img_mer_v340	CDS	3	130	-	HCP21_00045450	Molybdenum cofactor biosynthesis enzyme	HCP21_2_157443-R1
HCP21_1981	img_mer_v340	CDS	3	311	+	HCP21_00045460	hypothetical protein	HCP21_1981-F1
HCP21_6532	img_mer_v340	CDS	2	754	-	HCP21_00045470	hypothetical protein	HCP21_6532-R1
HCP21_5539	img_mer_v340	CDS	1	366	+	HCP21_00045480	Uncharacterised protein family UPF0005.	HCP21_5539-F1
HCP21_8036	img_mer_v340	CDS	5	691	-	HCP21_00045490	AICAR transformylase/IMP cyclohydrolase PurH (only IMP cyclohydrolase domain in Aful)	HCP21_8036-R1
HCP21_2968	img_mer_v340	CDS	1	102	+	HCP21_00045500	hypothetical protein	HCP21_2968-F1
HCP21_2968	img_mer_v340	CDS	239	388	+	HCP21_00045510	HSF-type DNA-binding.	HCP21_2968-F2
HCP21_5320	img_mer_v340	CDS	278	1078	+	HCP21_00045520	hypothetical protein	HCP21_5320-F1
HCP21_10167	img_mer_v340	CDS	3	566	-	HCP21_00045530	WD domain, G-beta repeat.	HCP21_10167-R1
HCP21_1849	img_mer_v340	CDS	3	128	-	HCP21_00045540	hypothetical protein	HCP21_1849-R1
HCP21_1849	img_mer_v340	CDS	118	348	-	HCP21_00045550	hypothetical protein	HCP21_1849-R1
HCP21_2518	img_mer_v340	CDS	2	355	-	HCP21_00045560	hypothetical protein	HCP21_2518-R1
HCP21_8627	img_mer_v340	CDS	3	377	+	HCP21_00045570	hypothetical protein	HCP21_8627-F1
HCP21_362_	img_mer_v340	CDS	71	508	+	HCP21_00045580	hypothetical protein	HCP21_362_-F1
HCP21_6731	img_mer_v340	CDS	1	75	-	HCP21_00045590	hypothetical protein	HCP21_6731-R1
HCP21_6731	img_mer_v340	CDS	104	241	-	HCP21_00045600	hypothetical protein	HCP21_6731-R1
HCP21_6731	img_mer_v340	CDS	366	464	-	HCP21_00045610	hypothetical protein	HCP21_6731-R1
HCP21_6166	img_mer_v340	CDS	1	282	-	HCP21_00045620	Short-chain dehydrogenases of various substrate specificities	HCP21_6166-R1
HCP21_8192	img_mer_v340	CDS	2	309	-	HCP21_00045630	hypothetical protein	HCP21_8192-R1
HCP21_5535	img_mer_v340	CDS	79	1410	-	HCP21_00045640	hypothetical protein	HCP21_5535-R1
HCP21_2219	img_mer_v340	CDS	1	366	+	HCP21_00045650	Scramblase.	HCP21_2219-F1
HCP21_2054	img_mer_v340	CDS	3	374	-	HCP21_00045660	hypothetical protein	HCP21_2054-R1
HCP21_3236	img_mer_v340	CDS	6	368	+	HCP21_00045670	Dynamin family.	HCP21_3236-F1
HCP21_8348	img_mer_v340	CDS	18	530	-	HCP21_00045680	TFIIF-interacting CTD phosphatases, including NLI-interacting factor	HCP21_8348-R1
HCP21_2_25383	img_mer_v340	rRNA	2	177	-	HCP21_00045690	23S	HCP21_2_25383-R1
HCP21_2_90893	img_mer_v340	tRNA	5	85	-			HCP21_2_90893-R1
HCP21_4582	img_mer_v340	CDS	2	408	-	HCP21_00045710	UDP-N-acetylglucosamine 2-epimerase	HCP21_4582-R1
HCP21_2380	img_mer_v340	CDS	1	687	-	HCP21_00045720	Glycerol kinase	HCP21_2380-R1
HCP21_2380	img_mer_v340	CDS	756	1379	-	HCP21_00045730	hypothetical protein	HCP21_2380-R1
HCP21_2380	img_mer_v340	CDS	1339	2256	-	HCP21_00045740	Predicted acyltransferase	HCP21_2380-R1
HCP21_2380	img_mer_v340	CDS	2306	3409	-	HCP21_00045750	Glycosyltransferases, probably involved in cell wall biogenesis	HCP21_2380-R1
HCP21_9896	img_mer_v340	CDS	1	354	+	HCP21_00045760	Uncharacterized protein conserved in bacteria	HCP21_9896-F1
HCP21_8957	img_mer_v340	CDS	209	571	+	HCP21_00045770	Myb superfamily proteins, including transcription factors and mRNA splicing factors	HCP21_8957-F1
HCP21_10088	img_mer_v340	CDS	1	312	-	HCP21_00045780	ATP phosphoribosyltransferase	HCP21_10088-R1
HCP21_5699	img_mer_v340	CDS	79	438	+	HCP21_00045790	hypothetical protein	HCP21_5699-F1
HCP21_2100	img_mer_v340	CDS	2	373	-	HCP21_00045800	hypothetical protein	HCP21_2100-R1
HCP21_5473	img_mer_v340	CDS	2	541	+	HCP21_00045810	hypothetical protein	HCP21_5473-F1
HCP21_7817	img_mer_v340	CDS	1	378	+	HCP21_00045820	hypothetical protein	HCP21_7817-F1
HCP21_849_	img_mer_v340	CDS	2	97	+	HCP21_00045830	hypothetical protein	HCP21_849_-F1
HCP21_849_	img_mer_v340	CDS	210	329	-	HCP21_00045840	hypothetical protein	HCP21_849_-R1
HCP21_8244	img_mer_v340	CDS	154	246	-	HCP21_00045850	hypothetical protein	HCP21_8244-R1
HCP21_8000	img_mer_v340	CDS	2	328	-	HCP21_00045860	Protein kinase domain.	HCP21_8000-R1
HCP21_1379	img_mer_v340	CDS	2	373	-	HCP21_00045870	hypothetical protein	HCP21_1379-R1
HCP21_5160	img_mer_v340	CDS	1	381	+	HCP21_00045880	hypothetical protein	HCP21_5160-F1
HCP21_2581	img_mer_v340	CDS	1	705	+	HCP21_00045890	hypothetical protein	HCP21_2581-F1
HCP21_6782	img_mer_v340	CDS	11	304	+	HCP21_00045900	hypothetical protein	HCP21_6782-F1
HCP21_3327	img_mer_v340	CDS	273	380	-	HCP21_00045910	hypothetical protein	HCP21_3327-R1
HCP21_5482	img_mer_v340	CDS	2	121	-	HCP21_00045920	Protein of unknown function (DUF1309).	HCP21_5482-R1
HCP21_5482	img_mer_v340	CDS	243	392	-	HCP21_00045930	hypothetical protein	HCP21_5482-R1
HCP21_3792	img_mer_v340	CDS	1	306	-	HCP21_00045940	hypothetical protein	HCP21_3792-R1
HCP21_7106	img_mer_v340	CDS	156	551	+	HCP21_00045950	hypothetical protein	HCP21_7106-F1
HCP21_8156	img_mer_v340	CDS	3	173	-	HCP21_00045960	hypothetical protein	HCP21_8156-R1
HCP21_9697	img_mer_v340	CDS	6	386	+	HCP21_00045970	GTPase-activating protein	HCP21_9697-F1
